index,Sex,Age,Profession/job,Education level (recoded),Scale of incomes,Social class (subjective),Country_Code
65,Male,50,Not asked,Middle,Seventh step,Working class,New Zealand
66,Male,21,Not asked,Middle,Fifth step,Working class,New Zealand
67,Male,44,Skilled manual,Middle,Seventh step,Working class,New Zealand
68,Male,74,Never had a job,Lower,Sixth step,Upper middle class,New Zealand
69,Male,51,Not asked,Upper,Nineth step,Upper middle class,New Zealand
70,Female,80,Not asked,Lower,Missing; Unknown,Upper middle class,New Zealand
71,Male,59,Non manual -office worker,Upper,Seventh step,Lower middle class,New Zealand
72,Male,20,Not asked,Middle,Eigth step,Lower class,New Zealand
73,Male,64,Not asked,Middle,Sixth step,Upper middle class,New Zealand
74,Female,20,Not asked,Upper,Sixth step,Working class,New Zealand
75,Male,43,Foreman and supervisor,Middle,Sixth step,Working class,New Zealand
76,Male,68,Semi-skilled manual worker,Middle,second step,Working class,New Zealand
77,Male,72,Agricultural worker,Middle,Fourth step,Working class,New Zealand
78,Female,45,Supervisory Non manual -office worker,Middle,Nineth step,Working class,New Zealand
79,Missing; Unknown,Missing; Unknown,Not asked,Missing; Unknown,Third step,Upper middle class,New Zealand
80,Male,53,Not asked,Upper,Tenth step,Upper middle class,New Zealand
81,Male,33,Not asked,Upper,Nineth step,Don´t know,New Zealand
82,Female,27,Not asked,Upper,Nineth step,Don´t know,New Zealand
83,Female,48,Not asked,Upper,Tenth step,Upper middle class,New Zealand
84,Male,69,Skilled manual,Lower,second step,Working class,New Zealand
85,Female,70,Non manual -office worker,Middle,Fourth step,Don´t know,New Zealand
86,Female,53,Not asked,Upper,Seventh step,Lower middle class,New Zealand
87,Male,56,Not asked,Upper,Eigth step,Lower middle class,New Zealand
88,Female,59,Skilled manual,Middle,Tenth step,Upper middle class,New Zealand
89,Male,67,Not asked,Upper,second step,Lower class,New Zealand
90,Male,66,Skilled manual,Middle,Fourth step,Working class,New Zealand
91,Male,77,Not asked,Lower,second step,Working class,New Zealand
92,Female,75,Not asked,Upper,Third step,Lower middle class,New Zealand
93,Male,53,Not asked,Middle,Lower step,Working class,New Zealand
94,Male,18,Semi-skilled manual worker,No answer,Sixth step,Upper middle class,New Zealand
95,Female,24,Professional worker,Upper,Nineth step,Don´t know,New Zealand
96,Male,53,Not asked,Upper,Tenth step,Upper middle class,New Zealand
97,Female,40,Non manual -office worker,Upper,Eigth step,Lower middle class,New Zealand
98,Male,42,Not asked,Upper,Lower step,Lower class,New Zealand
99,Female,72,Supervisory Non manual -office worker,Upper,Sixth step,Upper middle class,New Zealand
0,Male,29,Not asked,Lower,Fifth step,Lower class,Nicaragua
1,Female,25,Not asked,Lower,Lower step,Working class,Nicaragua
2,Female,58,Not asked,Lower,Sixth step,Lower middle class,Nicaragua
3,Male,44,Not asked,Upper,Lower step,Working class,Nicaragua
4,Female,44,Not asked,Lower,Third step,Lower class,Nicaragua
5,Male,24,Not asked,Upper,Fifth step,Lower middle class,Nicaragua
6,Male,55,Not asked,Middle,Seventh step,Lower class,Nicaragua
7,Female,54,Not asked,Lower,Lower step,Lower class,Nicaragua
8,Female,23,Not asked,Middle,Fifth step,Working class,Nicaragua
9,Female,20,Not asked,Middle,Seventh step,Lower middle class,Nicaragua
10,Female,20,Not asked,Upper,Eigth step,Lower middle class,Nicaragua
11,Male,18,Not asked,Lower,Fifth step,Lower class,Nicaragua
12,Male,39,Not asked,Upper,Fifth step,Working class,Nicaragua
13,Female,42,Not asked,Lower,Seventh step,Lower class,Nicaragua
14,Female,22,Not asked,Middle,Seventh step,Lower middle class,Nicaragua
15,Female,20,Not asked,Upper,Fourth step,Lower middle class,Nicaragua
16,Male,38,Not asked,Lower,second step,Lower class,Nicaragua
17,Male,20,Not asked,Upper,Sixth step,Lower class,Nicaragua
18,Male,43,Not asked,Middle,Fifth step,Lower middle class,Nicaragua
19,Female,25,Not asked,Middle,second step,Working class,Nicaragua
20,Female,30,Not asked,Upper,Lower step,Lower middle class,Nicaragua
21,Male,38,Not asked,Lower,Lower step,Working class,Nicaragua
22,Male,40,Not asked,Lower,Lower step,Lower class,Nicaragua
23,Female,19,Not asked,Lower,Lower step,Working class,Nicaragua
24,Female,55,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
25,Male,18,Not asked,Upper,Seventh step,Working class,Nicaragua
26,Male,38,Not asked,Lower,Fifth step,Working class,Nicaragua
27,Female,37,Not asked,Lower,Lower step,Lower class,Nicaragua
28,Female,56,Not asked,Lower,Third step,Working class,Nicaragua
29,Female,52,Not asked,Lower,Fifth step,Lower class,Nicaragua
30,Male,58,Not asked,Lower,second step,Working class,Nicaragua
31,Male,38,Not asked,Middle,Fifth step,Lower class,Nicaragua
32,Female,18,Not asked,Lower,Nineth step,Upper class,Nicaragua
33,Male,57,Not asked,Upper,Fifth step,Upper middle class,Nicaragua
34,Female,25,Not asked,Lower,Tenth step,Upper class,Nicaragua
35,Female,31,Not asked,Middle,Seventh step,Lower middle class,Nicaragua
36,Female,35,Not asked,Lower,Fourth step,Lower class,Nicaragua
37,Female,23,Not asked,Lower,Fourth step,Working class,Nicaragua
38,Female,37,Not asked,Lower,Fourth step,Lower middle class,Nicaragua
39,Female,55,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
40,Female,49,Not asked,Lower,Fourth step,Lower class,Nicaragua
41,Female,63,Not asked,Lower,Lower step,Lower class,Nicaragua
42,Male,40,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
43,Female,44,Not asked,Lower,Lower step,Lower class,Nicaragua
44,Female,49,Not asked,Middle,Lower step,Lower middle class,Nicaragua
45,Male,34,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
46,Female,49,Not asked,Upper,Lower step,Upper class,Nicaragua
47,Male,18,Not asked,Lower,Lower step,Lower class,Nicaragua
48,Male,27,Not asked,Lower,Fifth step,Upper class,Nicaragua
49,Female,26,Not asked,Upper,Sixth step,Lower middle class,Nicaragua
50,Male,45,Not asked,Lower,Lower step,Lower class,Nicaragua
51,Female,29,Not asked,Lower,Seventh step,Lower middle class,Nicaragua
52,Male,44,Not asked,Upper,Lower step,Working class,Nicaragua
53,Male,44,Not asked,Middle,Lower step,Lower class,Nicaragua
54,Female,23,Not asked,Middle,Lower step,Working class,Nicaragua
55,Female,24,Not asked,Upper,Sixth step,Lower middle class,Nicaragua
56,Female,17,Not asked,Lower,Lower step,Lower middle class,Nicaragua
57,Female,45,Not asked,Lower,Lower step,Lower middle class,Nicaragua
58,Male,38,Not asked,Lower,Fifth step,Working class,Nicaragua
59,Male,20,Not asked,Middle,Fourth step,Lower middle class,Nicaragua
60,Female,42,Not asked,Upper,Fourth step,Working class,Nicaragua
61,Male,16,Not asked,Lower,Eigth step,Lower middle class,Nicaragua
62,Male,36,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
63,Female,54,Not asked,Middle,Lower step,Lower class,Nicaragua
64,Female,25,Not asked,Upper,Fifth step,Lower middle class,Nicaragua
65,Male,17,Not asked,Middle,Fourth step,Upper middle class,Nicaragua
66,Male,22,Not asked,Lower,Seventh step,Lower middle class,Nicaragua
67,Female,21,Not asked,Upper,Third step,Working class,Nicaragua
68,Male,33,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
69,Female,40,Not asked,Lower,Sixth step,Lower middle class,Nicaragua
70,Female,50,Not asked,Lower,Lower step,Working class,Nicaragua
71,Male,26,Not asked,Lower,Tenth step,Lower middle class,Nicaragua
72,Female,38,Not asked,Lower,Fourth step,Working class,Nicaragua
73,Female,46,Not asked,Upper,Fourth step,Working class,Nicaragua
74,Female,23,Not asked,Upper,Third step,Lower middle class,Nicaragua
75,Female,64,Not asked,Lower,Lower step,Lower class,Nicaragua
76,Female,30,Not asked,Middle,Lower step,Lower class,Nicaragua
77,Female,21,Not asked,Lower,second step,Lower class,Nicaragua
78,Female,70,Not asked,Lower,Lower step,Lower class,Nicaragua
79,Female,44,Not asked,Middle,Lower step,Lower class,Nicaragua
80,Female,40,Not asked,Lower,Eigth step,Lower class,Nicaragua
81,Female,40,Not asked,Lower,Lower step,Lower class,Nicaragua
82,Male,38,Not asked,Lower,Tenth step,Lower middle class,Nicaragua
83,Male,25,Not asked,Upper,Fifth step,Working class,Nicaragua
84,Female,23,Not asked,Middle,Lower step,Working class,Nicaragua
85,Male,55,Not asked,Lower,Fourth step,Lower class,Nicaragua
86,Male,20,Not asked,Middle,second step,Working class,Nicaragua
87,Female,34,Not asked,Middle,second step,Lower class,Nicaragua
88,Male,61,Not asked,Lower,Lower step,Lower class,Nicaragua
89,Male,28,Not asked,Lower,Lower step,Lower middle class,Nicaragua
90,Male,35,Not asked,Upper,Seventh step,Lower class,Nicaragua
91,Male,28,Not asked,Lower,Fifth step,Lower class,Nicaragua
92,Male,29,Not asked,Middle,Lower step,Lower middle class,Nicaragua
93,Female,70,Not asked,Lower,Lower step,Lower class,Nicaragua
94,Female,34,Not asked,Lower,Fifth step,Lower middle class,Nicaragua
95,Male,22,Not asked,Upper,Seventh step,Lower middle class,Nicaragua
96,Female,57,Not asked,Lower,Seventh step,Working class,Nicaragua
97,Male,23,Not asked,Upper,Fifth step,Lower middle class,Nicaragua
98,Male,41,Not asked,Lower,Fifth step,Working class,Nicaragua
99,Male,19,Not asked,Lower,Fifth step,Lower class,Nicaragua
0,Female,20,Not asked,Middle,second step,Lower class,Nigeria
1,Male,30,Non manual -office worker,Upper,Fifth step,Working class,Nigeria
2,Female,37,Not asked,Lower,Fifth step,Lower middle class,Nigeria
3,Male,42,Semi-skilled manual worker,Middle,Fifth step,Working class,Nigeria
4,Female,40,Never had a job,Lower,Fourth step,Lower class,Nigeria
5,Male,32,Not asked,Upper,Sixth step,Lower middle class,Nigeria
6,Female,30,Semi-skilled manual worker,Upper,Eigth step,Upper class,Nigeria
7,Female,22,Not asked,Middle,Seventh step,Upper class,Nigeria
8,Male,63,Farmer: has own farm,Lower,second step,Lower class,Nigeria
9,Male,40,Skilled manual,Middle,Third step,Not asked in survey,Nigeria
10,Male,32,Junior level non manual,Lower,second step,Not asked in survey,Nigeria
11,Male,23,Junior level non manual,Middle,Lower step,Not asked in survey,Nigeria
12,Male,39,Employer/manager of establishment with 10 or more employed,Upper,Fifth step,Not asked in survey,Nigeria
13,Male,33,Not asked,Middle,Fourth step,Lower middle class,Nigeria
14,Male,21,Never had a job,Middle,Sixth step,Lower middle class,Nigeria
15,Female,40,Unskilled manual,Lower,Fifth step,Lower class,Nigeria
16,Female,26,Not asked,Middle,Sixth step,Upper class,Nigeria
17,Male,27,Unskilled manual,Middle,Lower step,Working class,Nigeria
18,Male,40,Not asked,Upper,Fifth step,Working class,Nigeria
19,Female,35,Other,Middle,Fifth step,Lower class,Nigeria
20,Female,41,Skilled manual,Lower,Sixth step,Working class,Nigeria
21,Male,43,Non manual -office worker,Lower,Third step,Lower class,Nigeria
22,Female,31,Unskilled manual,Lower,Fourth step,Lower class,Nigeria
23,Female,25,Not asked,Middle,Fifth step,Working class,Nigeria
24,Female,24,Not asked,Lower,Third step,Lower class,Nigeria
25,Male,70,Farmer: has own farm,Lower,Fourth step,Not asked in survey,Nigeria
26,Male,21,Never had a job,Middle,Seventh step,Upper middle class,Nigeria
27,Female,31,Unskilled manual,Middle,Sixth step,Not asked in survey,Nigeria
28,Male,24,Not asked,Middle,Sixth step,Upper middle class,Nigeria
29,Female,19,Not asked,Middle,Fourth step,Lower class,Nigeria
30,Male,24,Not asked,Middle,Sixth step,Upper middle class,Nigeria
31,Male,46,Farmer: has own farm,Lower,Fourth step,Lower class,Nigeria
32,Male,28,Not asked,Upper,Eigth step,Upper middle class,Nigeria
33,Male,42,Member of armed forces,Upper,Eigth step,Lower middle class,Nigeria
34,Female,24,Not asked,Lower,Lower step,Lower class,Nigeria
35,Male,37,Not asked,Middle,Sixth step,Lower middle class,Nigeria
36,Male,30,Employer/manager of establishment with less than 10 employed,Middle,Sixth step,Upper middle class,Nigeria
37,Male,30,Not asked,Middle,Sixth step,Upper middle class,Nigeria
38,Female,19,Never had a job,Upper,Seventh step,Not asked in survey,Nigeria
39,Female,31,Not asked,Upper,Seventh step,Upper middle class,Nigeria
40,Female,23,Never had a job,Upper,Seventh step,Upper middle class,Nigeria
41,Female,20,Not asked,Lower,Fourth step,Lower class,Nigeria
42,Male,23,Never had a job,Upper,Eigth step,Upper middle class,Nigeria
43,Male,43,Skilled manual,Middle,Third step,Lower middle class,Nigeria
44,Female,35,Skilled manual,Lower,second step,Lower class,Nigeria
45,Female,25,Not asked,Upper,Fifth step,Working class,Nigeria
46,Male,23,Not asked,Middle,Tenth step,Working class,Nigeria
47,Male,22,Not asked,Middle,Eigth step,Lower middle class,Nigeria
48,Male,53,Skilled manual,Middle,Fifth step,Upper middle class,Nigeria
49,Male,25,Skilled manual,Middle,Seventh step,Not asked in survey,Nigeria
50,Male,21,Never had a job,Upper,Third step,Working class,Nigeria
51,Male,47,Professional worker,Upper,Seventh step,Upper middle class,Nigeria
52,Female,21,Not asked,Middle,Fourth step,Working class,Nigeria
53,Male,22,Not asked,Middle,Fifth step,Working class,Nigeria
54,Male,57,Professional worker,Lower,Third step,Not asked in survey,Nigeria
55,Female,36,Middle level non-manual office worker,Middle,Eigth step,Not asked in survey,Nigeria
56,Female,58,Not asked,Middle,Lower step,Lower class,Nigeria
57,Male,18,Never had a job,Middle,Eigth step,No answer,Nigeria
58,Male,39,Not asked,Upper,Lower step,Lower class,Nigeria
59,Female,30,Professional worker,Upper,Seventh step,Lower middle class,Nigeria
60,Female,70,Never had a job,Middle,Sixth step,Upper middle class,Nigeria
61,Female,20,Never had a job,Lower,Seventh step,Not asked in survey,Nigeria
62,Male,28,Professional worker,Upper,Seventh step,Not asked in survey,Nigeria
63,Male,31,Not asked,Middle,Fourth step,Upper middle class,Nigeria
64,Female,24,Not asked,Lower,Third step,Lower class,Nigeria
65,Female,23,Not asked,Lower,Seventh step,Working class,Nigeria
66,Male,31,Agricultural worker,Lower,Sixth step,Not asked in survey,Nigeria
67,Female,24,Unskilled manual,Middle,Third step,Lower class,Nigeria
68,Female,25,Never had a job,Middle,second step,Lower class,Nigeria
69,Male,27,Non manual -office worker,Middle,Sixth step,Working class,Nigeria
70,Male,21,Never had a job,Middle,Seventh step,Lower middle class,Nigeria
71,Male,22,Not asked,Middle,second step,Working class,Nigeria
72,Male,27,Not asked,Lower,second step,Working class,Nigeria
73,Male,24,Not asked,Middle,Third step,Lower middle class,Nigeria
74,Female,52,Unskilled manual,Lower,Fourth step,Lower class,Nigeria
75,Female,21,Not asked,Middle,Lower step,Lower class,Nigeria
76,Male,19,Not asked,Middle,Eigth step,Upper middle class,Nigeria
77,Male,45,Supervisory Non manual -office worker,Upper,Sixth step,Lower middle class,Nigeria
78,Male,53,Professional worker,Upper,Nineth step,Upper middle class,Nigeria
79,Female,50,Other,Lower,Don´t know,No answer,Nigeria
80,Male,19,Never had a job,Upper,Fourth step,Lower middle class,Nigeria
81,Male,34,Skilled manual,Middle,second step,Lower class,Nigeria
82,Male,24,Not asked,Lower,Sixth step,Lower class,Nigeria
83,Male,24,Never had a job,Upper,Tenth step,Upper class,Nigeria
84,Female,45,Unskilled manual,Lower,Seventh step,Working class,Nigeria
85,Male,24,Not asked,Upper,Eigth step,Upper middle class,Nigeria
86,Female,29,Professional worker,Upper,Sixth step,Lower middle class,Nigeria
87,Male,20,Other,Middle,Don´t know,Lower class,Nigeria
88,Male,27,Skilled manual,Middle,second step,Lower class,Nigeria
89,Female,19,Not asked,Lower,second step,Lower class,Nigeria
90,Female,59,Not asked,Lower,Third step,Lower class,Nigeria
91,Male,23,Not asked,Middle,Third step,Lower class,Nigeria
92,Female,18,Never had a job,Lower,Lower step,No answer,Nigeria
93,Female,23,Not asked,Middle,Fifth step,Upper middle class,Nigeria
